id,LastName,FirstName,DaysSinceLastActivity,Active,EMPLID,status,Course,Year,Note,Change,Bottom,Tutor,PlanCode,Programme,FeeStatus,PartTime,PrevInterrupted,Tier4,Withdrawn,Resits,Repeating,Interrupted,RemoteStudy,Placement
454,Nathalie,Evans,2,2963,22272977,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,2,,,,Hoang,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
455,Stephen,Fincham,2,1604,22603063,Registered,U6UPHYTA - BSc Hons Physics with Theoretical Astrophysics,3,,,,Hull,U6UPHYTA ,BSc Hons Physics with Theoretical Astrophysics,,,,,,,,,,
456,Christopher,Finlay,2,2302,22010538,Registered,U6UMTHPY - BSc Hons Mathematical Physics,3,,,,Hurley,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
457,Anna,Fletcher,2,824,22217244,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Hussain,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
458,Sarah,Ford,2,954,22819520,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Lee,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
459,Andrew,Frost,2,3188,22194723,Registered,U7UMTHPY - MSci Hons Mathematical Physics,3,,,,Lopes,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
460,Angela,Gay,2,1988,22544309,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,3,,,,Lord,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
461,Ged,Gilmartin,2,2147,22277784,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Loughlin,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
462,Veronica,Godfrey,2,5070,22163132,Registered,U7UMTHPY - MSci Hons Mathematical Physics,3,,,,Ly,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
463,David,Gough,2,3032,22730156,Registered,U7UMTHPY - MSci Hons Mathematical Physics,3,,,,Mann,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
464,Lee,Graham,2,2320,22574567,Registered,U6UPHYSC - BSc Hons Physics,3,,,,McGowan,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
465,Robert,Green,2,1339,22810649,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,3,,,,Mussell,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
466,Mark,Gregory,2,316,22702612,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,3,,,5,Pearson,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
467,Claire,Grimsley,2,1891,22647059,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Phillips,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
468,Anthony,Hall,2,1908,22775428,Registered,U7UPHYMP - MSci Hons Physics with Medical Physics,3,,,,Robinson,U7UPHYMP ,MSci Hons Physics with Medical Physics,,,,,,,,,,
469,Giselle,Hamill,2,1178,22878931,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Rundlett,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
470,Jeanette,Handley,2,1161,22379830,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Sales,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
471,Alastair,Hanson,2,801,22294683,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Schroder,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
472,Marylin,Harris,2,1540,22122880,Registered,U7UMTHPY - MSci Hons Mathematical Physics,3,,,,Shaw,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
473,Alec,Harrison,2,1719,22089437,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Storey,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
474,Robin,Harrison,2,914,22036474,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,3,,,,Thompson,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
475,David,Hart,2,775,22466513,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,3,,,,Thomson,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
476,George,Harvey,2,809,22436438,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Turner,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
477,Melanie,Hayward,2,1678,22217136,Registered,U6UPHYSC - BSc Hons Physics,3,,,,White,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
478,Marie,Hewitt,2,1498,22928807,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Whiteley,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
479,Ann,Hitchen,2,1157,22807129,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Wright,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
480,Ronald,Hodson,2,871,22078529,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Yu,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
481,Rene,Holmgren,2,1118,22399236,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Barron,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
482,Terence,Hooke,2,891,22477580,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Bos,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
483,Lynne,Hopkins,2,1959,22043951,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Brum,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
484,Karen,Horan,2,1805,22184476,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Burns,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
485,Anthony,Horn,2,1100,22601263,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Charles,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
486,Suzanne,Horrocks,2,1881,22294388,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Clair,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
487,David,Hosey,2,2150,22457605,Registered,U7UPHYNA - MSci Hons Physics with Nanoscience,3,,,,Felix,U7UPHYNA ,MSci Hons Physics with Nanoscience,,,,,,,,,,
488,Richard,Hosking,2,869,22010182,Registered,U7UPHYMP - MSci Hons Physics with Medical Physics,4,,,,Fielding,U7UPHYMP ,MSci Hons Physics with Medical Physics,,,,,,,,,,
489,Dean,Howland,2,2728,22663627,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,,Foreman,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
490,Gary,Hutchins,2,897,22411606,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,,Hampson,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
491,Hemant,Ingle,2,882,22765173,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,4,,,,Hannay,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
492,Omer,Iqbal,2,690,22507186,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,4,,,10,Hanton,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
493,Sara,Jenkinson,2,1804,22244448,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Harkness,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
494,Louise,Johnson,2,344,22434367,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,4,,,5,Hoang,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
495,Barry,Jones,2,1357,22867142,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,,Hull,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
496,Claire,Jones,2,1066,22457314,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,,Hurley,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
497,Janet,Jones,2,1596,22678564,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,,Hussain,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
498,Amanda,Kang,2,1295,22779082,Registered,U6UPHYELY - BSc Hons Physics with European Language,4,,,,Lee,U6UPHYELY ,BSc Hons Physics with European Language,,,,,,,,,,
499,William,Keegan,2,564,22777681,Registered,U7UPHYSC - MSci Hons Physics,4,,,10,Lopes,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
500,Lesley,Kelsey,2,3378,22015905,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Lord,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
501,Graham,Kemp,2,1216,22314093,Registered,U7UPHYSC - MSci Hons Physics,4,,,,Loughlin,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
502,Gerard,Kilburn,2,423,22887041,Registered,U7UPHYYI - MSci Hons Physics with a Year in Industry,5,,,10,Ly,U7UPHYYI ,MSci Hons Physics with a Year in Industry,,,,,,,,,,
503,Robert,Kirkwood,3,1971,22746076,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Mann,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
504,John,Lambie,3,1713,22474580,Registered,U6UPHYSC - BSc Hons Physics,1,,,,McGowan,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
505,Russell,Lane,3,2461,22972425,Registered,U6UPHYYI - BSc Hons Physics with a Year in Industry,1,,,,Mussell,U6UPHYYI ,BSc Hons Physics with a Year in Industry,,,,,,,,,,
506,Andrew,Lavender,3,2468,22546019,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Pearson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
507,Andrew,Lee,3,946,22859729,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Phillips,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
508,Douglas,Lennon,3,2373,22239855,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Robinson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
509,Mary,Lewis,3,2218,22856439,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,1,,,,Rundlett,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
510,David,Lloyd,3,2431,22729381,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Sales,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
511,Alexander,Logie,3,1959,22475283,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,1,,,,Schroder,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
512,Andrew,Lomas,3,2769,22788714,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Shaw,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
513,David,Lombardi,3,2611,22557244,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Storey,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
514,Rory,Malcolm,3,4842,22978005,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,1,,,,Thompson,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
515,David,Manning,3,1978,22569102,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Thomson,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
516,Ian,Manning,3,712,22246006,Registered,U6UPHYSC - BSc Hons Physics,1,,,10,Turner,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
517,Christopher,Manton,3,2758,22483596,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,1,,,,White,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
518,Christopher,Marshall,3,4282,22832157,Registered,U7UMTHPY - MSci Hons Mathematical Physics,1,,,,Whiteley,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
519,Lindsey,Martin,3,1333,22188150,Registered,U6UPHYYI - BSc Hons Physics with a Year in Industry,1,,,,Wright,U6UPHYYI ,BSc Hons Physics with a Year in Industry,,,,,,,,,,
520,Robert,Matlock,3,1736,22107890,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Yu,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
521,Elizabeth,May,3,607,22910333,Registered,U6UPHYTA - BSc Hons Physics with Theoretical Astrophysics,2,,,10,Barron,U6UPHYTA ,BSc Hons Physics with Theoretical Astrophysics,,,,,,,,,,
522,June,McCormick,3,767,22161738,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Bos,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
523,David,McCullagh,3,739,22812775,Registered,U7UPHYSC - MSci Hons Physics,2,,,10,Brum,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
524,Haydn,McFarlane,3,1564,22016973,Registered,U6UPHYPL - BSc Jt Hons Physics and Philosophy,2,,,,Burns,U6UPHYPL ,BSc Jt Hons Physics and Philosophy,,,,,,,,,,
525,Gerard,McGrath,3,7164,22140214,Registered,U6UMTHPY - BSc Hons Mathematical Physics,2,,,,Charles,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
526,Brenda,McIntosh,3,1597,22685781,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Clair,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
527,Sandra,Mearns,3,2475,22019971,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Felix,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
528,Charles,Meek,3,2641,22897131,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,,Fielding,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
529,Nathan,Mercer,3,951,22520930,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,2,,,,Foreman,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
530,Rosemary,Meredith,3,1557,22648272,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,2,,,,Hampson,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
531,Rosalind,Morgan,3,2580,22158652,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,,Hannay,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
532,Nicola,Munro,3,923,22535355,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Hanton,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
533,Patricia,Myatt,3,1933,22081262,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,2,,,,Harkness,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
534,Christina,Neenan,3,2440,22699284,Registered,U6UMTHPY - BSc Hons Mathematical Physics,3,,,,Hoang,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
535,Paul,Norman,3,2146,22380256,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Hull,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
536,Robert,Norton,3,1299,22987458,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Hurley,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
537,Nicola,Oliver,3,1867,22459634,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Hussain,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
538,Pilip,Ollier,3,2718,22145664,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Lee,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
539,Greg,Parkin,3,1993,22409287,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Lopes,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
540,Joan,Perry,3,1079,22686929,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Lord,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
541,Ferdinand,Piech,3,1049,22681011,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Loughlin,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
542,Cameron,Pollock,3,1108,22915067,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Ly,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
543,Kelly,Povey,3,1524,22120890,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Mann,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
544,Katie,Preece,3,1834,22886337,Registered,U7UPHYSC - MSci Hons Physics,3,,,,McGowan,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
545,Richard,Purslow,3,3158,22847197,Registered,U7UMTHPY - MSci Hons Mathematical Physics,3,,,,Mussell,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
546,Garry,Rainbow,3,1676,22420814,Registered,U6UMTHPY - BSc Hons Mathematical Physics,3,,,,Pearson,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
547,Graeme,Ralph,3,2462,22525630,Registered,U6UPHYPL - BSc Jt Hons Physics and Philosophy,3,,,,Phillips,U6UPHYPL ,BSc Jt Hons Physics and Philosophy,,,,,,,,,,
548,Aidrian,Redding,3,3074,22033113,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Robinson,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
549,Lesley,Redmond,3,255,22984160,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,4,,,5,Rundlett,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
550,Anne,Reeve,3,777,22123125,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,4,,,,Sales,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
551,Neil,Richards,3,890,22794441,Registered,U7UPHYSC - MSci Hons Physics,4,,,,Schroder,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
552,Lawrence,Riley,3,3646,22132991,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Shaw,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
553,Nicole,Rimmer,3,641,22640609,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,4,,,10,Storey,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
554,Helen,Robertson,3,1698,22208023,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,,Thompson,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
555,Sarah,Robinson,3,1024,22967362,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Thomson,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
556,Roy,Ruddick,3,517,22097984,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,4,,,10,Turner,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
557,Henrietta,Ruff,4,1699,22587978,Registered,U7UPHYSC - MSci Hons Physics,1,,,,White,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
558,Kevin,Ruff,4,2786,22335448,Registered,U6UMTHPY - BSc Hons Mathematical Physics,1,,,,Whiteley,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
559,Anita,Sales,4,6826,22330579,Registered,U7UMTHPY - MSci Hons Mathematical Physics,1,,,,Wright,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
560,Marc,Samson,4,2538,22983320,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Yu,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
561,Daniel,Scott,4,2674,22340097,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,1,,,,Barron,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
562,Kenneth,Seth,4,1061,22155398,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Bos,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
563,Nafisa,Seth,4,2501,22601075,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,1,,,,Brum,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
564,Bernadette,Shannon,4,3040,22933389,Registered,U6UMTHPY - BSc Hons Mathematical Physics,1,,,,Burns,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
565,Manmeet,Singh,4,1301,22474660,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,1,,,,Charles,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
566,Daniel,Singleton,4,799,22502214,Registered,U6UPHYMP - BSc Hons Physics with Medical Physics,1,,,,Clair,U6UPHYMP ,BSc Hons Physics with Medical Physics,,,,,,,,,,
567,Julia,Small,4,1220,22292599,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Felix,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
568,Chloe,Smith,4,1210,22599743,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Fielding,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
569,Richard,Smith,4,1277,22869649,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Foreman,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
570,Stanley,Smith,4,1235,22297790,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Hampson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
571,Ian,Spedding,4,1347,22081990,Registered,U7UPHYMP - MSci Hons Physics with Medical Physics,2,,,,Hannay,U7UPHYMP ,MSci Hons Physics with Medical Physics,,,,,,,,,,
572,Yvette,Stanley,4,1851,22605963,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Hanton,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
573,Giuseppe,Surace,4,1145,22098444,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Harkness,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
574,Hugh,Sutherland,4,547,22162352,Registered,U6UPHYSC - BSc Hons Physics,3,,,10,Hoang,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
575,Inayat,Tai,4,1685,22378369,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Hull,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
576,Simon,Thorn,4,1364,22648016,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,3,,,,Hurley,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
577,Robert,Todd,4,1341,22670157,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Hussain,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
578,Hai,Tran,4,1465,22920007,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Lee,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
579,Dominic,Turner,4,2231,22999608,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Lopes,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
580,Asma,Uddin,4,1244,22706160,Registered,U7UMTHPY - MSci Hons Mathematical Physics,3,,,,Lord,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
581,Felix,Velarde,4,898,22052790,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Loughlin,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
582,Colin,Wainwright,4,938,22815181,Registered,U7UMTHPY - MSci Hons Mathematical Physics,3,,,,Ly,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
583,Nicholas,Wake,4,321,22801738,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,4,,,5,Mann,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
584,Lynette,Walker,4,752,22491793,Registered,U7UPHYSC - MSci Hons Physics,4,,,10,McGowan,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
585,Jeffrey,Warren,4,889,22311893,Registered,U7UPHYNA - MSci Hons Physics with Nanoscience,4,,,,Mussell,U7UPHYNA ,MSci Hons Physics with Nanoscience,,,,,,,,,,
586,Paul,Warren,4,957,22310288,Registered,U7UPHYSC - MSci Hons Physics,4,,,,Pearson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
587,Malcolm,Warrender,5,2307,22442232,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Phillips,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
588,Paul,Waugh,5,1693,22680567,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,1,,,,Robinson,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
589,Joanna,Way,5,150,22906122,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,1,,,5,Rundlett,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
590,Stewart,Weston,5,2079,22562987,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Sales,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
591,Lucinda,White,5,2859,22403033,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,1,,,,Schroder,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
592,Rma,White,5,1671,22644877,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Shaw,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
593,Stuart,White,5,2209,22229046,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,1,,,,Storey,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
594,Jeanette,Willis,5,7190,22295423,Registered,U7UMTHPY - MSci Hons Mathematical Physics,1,,,,Thompson,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
595,Michael,Wingham,5,2133,22040473,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,1,,,,Thomson,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
596,Pamela,Wisher,5,585,22438788,Registered,U7UPHYSC - MSci Hons Physics,2,,,10,Turner,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
597,Graham,Wright,5,1029,22897343,Registered,U7UPHYSC - MSci Hons Physics,2,,,,White,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
598,Stuart,Wright,5,617,22938130,Registered,U7UPHYSC - MSci Hons Physics,2,,,10,Whiteley,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
599,Kurt,Young,5,534,22676669,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,10,Wright,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
600,Linda,Younger,5,4226,22030376,Registered,U7UMTHPY - MSci Hons Mathematical Physics,2,,,,Yu,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
601,Margaret,Aikman,5,955,22275826,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,2,,,,Barron,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
602,Elaine,Aitken,5,824,22311072,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Bos,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
603,Ann,Appleyard,5,754,22160751,Registered,U6UPHYSC - BSc Hons Physics,2,,,10,Brum,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
604,Stuart,Arnott,5,2198,22462870,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Burns,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
